id,behaviour,time
19.0,Out of Frame,1252.0
3.0,Head Up,1252.0
3.0,Graze,1252.0
2.0,Head Up,1253.0
3.0,Graze,1253.0
3.0,Head Up,1254.0
16.0,Walk,1254.0
3.0,Graze,1255.0
3.0,Head Up,1255.0
3.0,Graze,1256.0
3.0,Head Up,1256.0
3.0,Graze,1257.0
3.0,Head Up,1258.0
3.0,Head Up,1259.0
3.0,Graze,1259.0
19.0,Walk,1259.0
3.0,Head Up,1260.0
3.0,Graze,1260.0
20.0,Walk,1260.0
3.0,Graze,1261.0
3.0,Head Up,1262.0
3.0,Graze,1263.0
3.0,Head Up,1263.0
3.0,Head Up,1264.0
3.0,Graze,1264.0
3.0,Graze,1265.0
2.0,Running,1266.0
3.0,Head Up,1266.0
3.0,Walk,1267.0
3.0,Graze,1267.0
3.0,Head Up,1267.0
3.0,Graze,1268.0
2.0,Graze,1268.0
7.0,Out of Frame,1269.0
3.0,Head Up,1269.0
7.0,Walk,1270.0
3.0,Graze,1270.0
3.0,Head Up,1270.0
3.0,Graze,1271.0
3.0,Head Up,1271.0
8.0,Out of Focus,1272.0
3.0,Graze,1272.0
8.0,Out of Frame,1273.0
9.0,Walk,1273.0
3.0,Head Up,1273.0
3.0,Graze,1274.0
3.0,Head Up,1274.0
3.0,Graze,1275.0
3.0,Head Up,1275.0
8.0,Walk,1276.0
3.0,Graze,1276.0
2.0,Out of Frame,1277.0
5.0,Head Up,1277.0
3.0,Head Up,1277.0
3.0,Head Up,1278.0
3.0,Graze,1278.0
3.0,Graze,1279.0
3.0,Head Up,1279.0
9.0,Walk,1280.0
3.0,Graze,1280.0
3.0,Head Up,1280.0
3.0,Head Up,1281.0
3.0,Graze,1281.0
3.0,Graze,1282.0
3.0,Head Up,1282.0
3.0,Graze,1283.0
3.0,Head Up,1284.0
3.0,Head Up,1285.0
3.0,Graze,1285.0
3.0,Head Up,1286.0
3.0,Graze,1286.0
7.0,Walk,1286.0
2.0,Trotting,1286.0
3.0,Graze,1287.0
3.0,Head Up,1288.0
3.0,Head Up,1289.0
3.0,Graze,1289.0
3.0,Head Up,1290.0
3.0,Graze,1290.0
3.0,Graze,1291.0
3.0,Head Up,1292.0
3.0,Head Up,1293.0
5.0,Trotting,1293.0
3.0,Graze,1293.0
3.0,Graze,1294.0
2.0,Defecating,1294.0
3.0,Head Up,1294.0
3.0,Head Up,1295.0
3.0,Graze,1295.0
3.0,Graze,1296.0
3.0,Head Up,1296.0
8.0,Graze,1296.0
3.0,Head Up,1297.0
3.0,Graze,1297.0
13.0,Out of Focus,1298.0
3.0,Graze,1298.0
3.0,Head Up,1299.0
13.0,Walk,1299.0
5.0,Walk,1300.0
3.0,Graze,1300.0
3.0,Head Up,1300.0
8.0,Out of Focus,1301.0
3.0,Head Up,1301.0
3.0,Graze,1301.0
3.0,Graze,1302.0
3.0,Head Up,1302.0
3.0,Graze,1303.0
3.0,Head Up,1303.0
3.0,Graze,1304.0
3.0,Head Up,1304.0
3.0,Graze,1305.0
17.0,Walk,1306.0
3.0,Head Up,1306.0
3.0,Graze,1307.0
1.0,Trotting,1307.0
3.0,Head Up,1307.0
3.0,Head Up,1308.0
3.0,Graze,1308.0
3.0,Graze,1309.0
3.0,Head Up,1309.0
3.0,Head Up,1310.0
8.0,Graze,1310.0
3.0,Graze,1310.0
3.0,Graze,1311.0
3.0,Head Up,1311.0
10.0,Walk,1312.0
3.0,Graze,1312.0
12.0,Auto-Groom,1312.0
3.0,Head Up,1313.0
3.0,Head Up,1314.0
3.0,Graze,1314.0
3.0,Head Up,1315.0
3.0,Graze,1315.0
2.0,Walk,1315.0
3.0,Graze,1316.0
3.0,Head Up,1317.0
3.0,Graze,1318.0
3.0,Head Up,1318.0
3.0,Head Up,1319.0
5.0,Auto-Groom,1319.0
3.0,Graze,1319.0
1.0,Graze,1320.0
3.0,Graze,1320.0
3.0,Head Up,1321.0
5.0,Trotting,1321.0
7.0,Head Up,1321.0
3.0,Graze,1322.0
3.0,Head Up,1322.0
3.0,Graze,1323.0
3.0,Head Up,1323.0
3.0,Graze,1324.0
5.0,Walk,1324.0
2.0,Graze,1324.0
3.0,Head Up,1325.0
3.0,Graze,1326.0
3.0,Head Up,1326.0
3.0,Graze,1327.0
4.0,Walk,1327.0
4.0,Walk,1328.0
4.0,Head Up,1328.0
3.0,Head Up,1328.0
3.0,Graze,1329.0
3.0,Head Up,1329.0
4.0,Head Up,1329.0
3.0,Walk,1330.0
3.0,Graze,1330.0
3.0,Head Up,1330.0
4.0,Walk,1330.0
13.0,Graze,1331.0
4.0,Head Up,1331.0
3.0,Graze,1331.0
3.0,Head Up,1332.0
4.0,Walk,1332.0
3.0,Graze,1333.0
3.0,Head Up,1333.0
4.0,Head Up,1333.0
12.0,Walk,1333.0
3.0,Graze,1334.0
3.0,Head Up,1334.0
6.0,Walk,1334.0
4.0,Walk,1334.0
4.0,Walk,1335.0
4.0,Head Up,1335.0
3.0,Graze,1335.0
4.0,Head Up,1336.0
3.0,Head Up,1336.0
4.0,Walk,1337.0
3.0,Out of Frame,1337.0
3.0,Head Up,1337.0
3.0,Graze,1337.0
4.0,Head Up,1337.0
3.0,Head Up,1338.0
3.0,Graze,1338.0
4.0,Walk,1338.0
4.0,Head Up,1339.0
3.0,Head Up,1339.0
3.0,Graze,1339.0
4.0,Walk,1339.0
3.0,Head Up,1340.0
3.0,Graze,1340.0
4.0,Head Up,1340.0
3.0,Head Up,1341.0
3.0,Graze,1341.0
4.0,Walk,1341.0
4.0,Head Up,1342.0
5.0,Head Up,1342.0
4.0,Walk,1342.0
3.0,Graze,1342.0
3.0,Head Up,1343.0
4.0,Head Up,1343.0
3.0,Graze,1344.0
4.0,Head Up,1344.0
4.0,Walk,1344.0
3.0,Head Up,1344.0
3.0,Graze,1345.0
3.0,Head Up,1345.0
4.0,Walk,1345.0
4.0,Head Up,1345.0
4.0,Walk,1346.0
3.0,Graze,1346.0
1.0,Walk,1346.0
4.0,Head Up,1346.0
3.0,Head Up,1347.0
4.0,Head Up,1347.0
3.0,Graze,1348.0
4.0,Head Up,1348.0
3.0,Head Up,1348.0
4.0,Walk,1348.0
3.0,Graze,1349.0
3.0,Head Up,1349.0
4.0,Walk,1349.0
4.0,Walk,1350.0
4.0,Head Up,1350.0
3.0,Graze,1350.0
4.0,Head Up,1351.0
3.0,Head Up,1351.0
3.0,Graze,1352.0
3.0,Head Up,1352.0
4.0,Walk,1352.0
3.0,Walk,1352.0
3.0,Graze,1353.0
3.0,Head Up,1353.0
3.0,Graze,1354.0
3.0,Head Up,1355.0
7.0,Out of Focus,1355.0
3.0,Graze,1356.0
7.0,Walk,1356.0
3.0,Head Up,1356.0
3.0,Graze,1357.0
3.0,Head Up,1357.0
3.0,Head Up,1358.0
3.0,Graze,1358.0
3.0,Graze,1359.0
3.0,Head Up,1359.0
7.0,Out of Focus,1360.0
7.0,Walk,1360.0
23.0,Running,1360.0
3.0,Graze,1360.0
3.0,Head Up,1361.0
3.0,Graze,1361.0
5.0,Graze,1361.0
3.0,Head Up,1362.0
7.0,Walk,1363.0
3.0,Graze,1363.0
3.0,Head Up,1363.0
3.0,Head Up,1364.0
3.0,Graze,1364.0
18.0,Head Up,1364.0
1.0,Walk,1365.0
3.0,Graze,1365.0
3.0,Head Up,1366.0
15.0,Out of Frame,1366.0
3.0,Head Up,1367.0
3.0,Graze,1367.0
7.0,Out of Focus,1367.0
2.0,Walk,1368.0
3.0,Graze,1368.0
3.0,Head Up,1368.0
3.0,Graze,1369.0
3.0,Head Up,1369.0
3.0,Head Up,1370.0
3.0,Graze,1370.0
7.0,Walk,1370.0
3.0,Graze,1371.0
4.0,Out of Focus,1371.0
3.0,Head Up,1371.0
3.0,Graze,1372.0
3.0,Head Up,1373.0
3.0,Graze,1374.0
4.0,Defecating,1374.0
3.0,Head Up,1374.0
3.0,Head Up,1375.0
3.0,Graze,1375.0
22.0,Walk,1376.0
13.0,Out of Focus,1376.0
3.0,Graze,1376.0
3.0,Head Up,1377.0
3.0,Graze,1378.0
3.0,Head Up,1378.0
3.0,Graze,1379.0
3.0,Head Up,1379.0
12.0,Auto-Groom,1379.0
11.0,Out of Frame,1380.0
3.0,Graze,1380.0
4.0,Head Up,1381.0
3.0,Head Up,1381.0
14.0,Walk,1381.0
15.0,Walk,1382.0
3.0,Head Up,1382.0
3.0,Graze,1382.0
3.0,Graze,1383.0
3.0,Head Up,1383.0
3.0,Graze,1384.0
3.0,Head Up,1385.0
3.0,Head Up,1386.0
3.0,Graze,1386.0
1.0,Walk,1387.0
3.0,Graze,1387.0
3.0,Head Up,1388.0
3.0,Graze,1389.0
3.0,Head Up,1389.0
3.0,Head Up,1390.0
3.0,Graze,1390.0
3.0,Graze,1391.0
3.0,Head Up,1392.0
13.0,Graze,1392.0
1.0,Head Up,1392.0
3.0,Head Up,1393.0
3.0,Graze,1393.0
1.0,Walk,1394.0
3.0,Head Up,1394.0
3.0,Graze,1394.0
3.0,Graze,1395.0
3.0,Head Up,1396.0
13.0,Out of Focus,1396.0
3.0,Graze,1397.0
3.0,Head Up,1397.0
3.0,Head Up,1398.0
3.0,Graze,1398.0
1.0,Head Up,1399.0
3.0,Head Up,1399.0
3.0,Graze,1399.0
3.0,Head Up,1400.0
3.0,Graze,1400.0
3.0,Head Up,1401.0
3.0,Graze,1401.0
3.0,Graze,1402.0
3.0,Head Up,1403.0
3.0,Head Up,1404.0
3.0,Graze,1404.0
3.0,Graze,1405.0
3.0,Head Up,1405.0
3.0,Graze,1406.0
8.0,Out of Frame,1407.0
10.0,Out of Focus,1409.0
16.0,Walk,1411.0
17.0,Out of Frame,1411.0
23.0,Graze,1412.0
25.0,Graze,1412.0
24.0,Graze,1412.0
5.0,Head Up,1413.0
1.0,Trotting,1417.0
2.0,Head Up,1418.0
9.0,Out of Frame,1420.0
1.0,Walk,1422.0
7.0,Head Up,1424.0
7.0,Out of Frame,1434.0
24.0,Graze,1436.0
13.0,Walk,1440.0
6.0,Walk,1443.0
22.0,Head Up,1445.0
4.0,Graze,1445.0
2.0,Running,1447.0
2.0,Walk,1449.0
22.0,Out of Focus,1451.0
5.0,Walk,1451.0
5.0,Auto-Groom,1451.0
19.0,Out of Frame,1452.0
19.0,Walk,1453.0
22.0,Walk,1453.0
1.0,Running,1455.0
2.0,Walk,1462.0
12.0,Out of Focus,1463.0
1.0,Trotting,1466.0
24.0,Running,1469.0
14.0,Walk,1470.0
7.0,Walk,1480.0
7.0,Walk,1482.0
5.0,Head Up,1487.0
6.0,Head Up,1488.0
12.0,Head Up,1488.0
15.0,Graze,1489.0
16.0,Out of Focus,1490.0
6.0,Auto-Groom,1492.0
6.0,Out of Frame,1493.0
14.0,Head Up,1499.0
7.0,Head Up,1502.0
13.0,Graze,1509.0
18.0,Out of Focus,1511.0
5.0,Graze,1512.0
15.0,Head Up,1519.0
6.0,Graze,1522.0
6.0,Out of Frame,1523.0
15.0,Head Up,1527.0
10.0,Occluded,1529.0
7.0,Head Up,1530.0
15.0,Head Up,1530.0
6.0,Walk,1533.0
10.0,Out of Focus,1541.0
3.0,Head Up,1542.0
15.0,Head Up,1548.0
6.0,Head Up,1552.0
2.0,Graze,1558.0
15.0,Walk,1560.0
13.0,Head Up,1562.0
17.0,Walk,1568.0
19.0,Walk,1569.0
2.0,Head Up,1569.0
6.0,Head Up,1570.0
1.0,Walk,1571.0
20.0,Walk,1572.0
5.0,Auto-Groom,1573.0
14.0,Walk,1575.0
30.0,Walk,1577.0
3.0,Mutual Grooming,1586.0
14.0,Out of Focus,1593.0
4.0,Walk,1594.0
24.0,Auto-Groom,1596.0
4.0,Walk,1597.0
3.0,Walk,1601.0
13.0,Walk,1602.0
5.0,Walk,1605.0
7.0,Occluded,1606.0
23.0,Walk,1613.0
1.0,Graze,1617.0
4.0,Graze,1621.0
4.0,Walk,1622.0
4.0,Graze,1623.0
4.0,Walk,1624.0
4.0,Graze,1624.0
4.0,Walk,1625.0
4.0,Graze,1625.0
4.0,Walk,1626.0
4.0,Graze,1627.0
15.0,Walk,1627.0
4.0,Walk,1628.0
3.0,Head Up,1629.0
4.0,Graze,1629.0
4.0,Walk,1630.0
14.0,Sniff,1630.0
4.0,Graze,1630.0
4.0,Walk,1631.0
4.0,Graze,1631.0
4.0,Walk,1632.0
4.0,Graze,1632.0
4.0,Walk,1633.0
4.0,Graze,1634.0
4.0,Walk,1634.0
4.0,Graze,1635.0
4.0,Walk,1635.0
4.0,Graze,1636.0
9.0,Head Up,1637.0
4.0,Walk,1637.0
2.0,Out of Focus,1637.0
0.0,Out of Focus,1637.0
1.0,Out of Focus,1637.0
4.0,Graze,1638.0
5.0,Walk,1639.0
12.0,Graze,1639.0
4.0,Graze,1639.0
4.0,Walk,1639.0
4.0,Walk,1640.0
4.0,Graze,1641.0
3.0,Occluded,1641.0
4.0,Walk,1641.0
4.0,Auto-Groom,1642.0
3.0,Head Up,1644.0
7.0,Out of Focus,1644.0
16.0,Walk,1646.0
6.0,Out of Focus,1650.0
4.0,Head Up,1655.0
24.0,Walk,1661.0
4.0,Head Up,1662.0
2.0,Trotting,1670.0
5.0,Auto-Groom,1671.0
1.0,Walk,1673.0
14.0,Head Up,1677.0
5.0,Head Up,1679.0
17.0,Out of Focus,1680.0
17.0,Walk,1684.0
3.0,Walk,1685.0
5.0,Walk,1686.0
1.0,Head Up,1686.0
12.0,Walk,1688.0
3.0,Head Up,1689.0
7.0,Graze,1689.0
3.0,Graze,1690.0
3.0,Head Up,1690.0
5.0,Walk,1691.0
3.0,Graze,1691.0
6.0,Head Up,1691.0
30.0,Graze,1692.0
3.0,Head Up,1692.0
3.0,Head Up,1693.0
3.0,Graze,1693.0
3.0,Graze,1694.0
3.0,Head Up,1694.0
3.0,Graze,1695.0
3.0,Head Up,1695.0
3.0,Graze,1696.0
3.0,Head Up,1696.0
3.0,Head Up,1697.0
3.0,Graze,1697.0
3.0,Graze,1698.0
3.0,Head Up,1699.0
3.0,Head Up,1700.0
3.0,Graze,1700.0
6.0,Out of Focus,1700.0
3.0,Graze,1701.0
3.0,Head Up,1701.0
2.0,Head Up,1701.0
3.0,Graze,1702.0
2.0,Walk,1702.0
3.0,Head Up,1703.0
3.0,Graze,1704.0
3.0,Head Up,1704.0
3.0,Graze,1705.0
3.0,Head Up,1705.0
1.0,Graze,1706.0
3.0,Graze,1706.0
3.0,Head Up,1707.0
3.0,Head Up,1708.0
3.0,Graze,1708.0
24.0,Graze,1709.0
3.0,Graze,1709.0
3.0,Head Up,1709.0
3.0,Graze,1710.0
3.0,Head Up,1710.0
3.0,Head Up,1711.0
3.0,Graze,1711.0
3.0,Head Up,1712.0
3.0,Graze,1712.0
1.0,Trotting,1712.0
7.0,Walk,1712.0
3.0,Graze,1713.0
3.0,Head Up,1714.0
20.0,Trotting,1714.0
11.0,Sniff,1715.0
3.0,Head Up,1715.0
3.0,Graze,1715.0
3.0,Head Up,1716.0
3.0,Graze,1716.0
3.0,Graze,1717.0
2.0,Head Up,1717.0
3.0,Head Up,1717.0
3.0,Head Up,1718.0
3.0,Graze,1718.0
7.0,Occluded,1718.0
15.0,Walk,1719.0
3.0,Head Up,1719.0
6.0,Graze,1719.0
3.0,Graze,1719.0
3.0,Graze,1720.0
3.0,Head Up,1721.0
3.0,Head Up,1722.0
3.0,Graze,1722.0
3.0,Head Up,1723.0
3.0,Graze,1723.0
3.0,Graze,1724.0
25.0,Walk,1724.0
3.0,Head Up,1724.0
3.0,Graze,1725.0
3.0,Head Up,1725.0
3.0,Graze,1726.0
3.0,Head Up,1726.0
2.0,Walk,1726.0
3.0,Graze,1727.0
3.0,Head Up,1728.0
3.0,Graze,1729.0
3.0,Head Up,1729.0
3.0,Graze,1730.0
3.0,Head Up,1730.0
3.0,Graze,1731.0
3.0,Mutual Grooming,1731.0
3.0,Head Up,1732.0
3.0,Graze,1733.0
3.0,Head Up,1733.0
3.0,Walk,1733.0
3.0,Graze,1734.0
3.0,Head Up,1734.0
3.0,Graze,1735.0
3.0,Head Up,1736.0
5.0,Graze,1736.0
3.0,Head Up,1737.0
3.0,Graze,1737.0
12.0,Out of Focus,1738.0
2.0,Graze,1738.0
3.0,Graze,1738.0
3.0,Head Up,1738.0
3.0,Graze,1739.0
3.0,Walk,1740.0
3.0,Graze,1741.0
3.0,Walk,1741.0
3.0,Graze,1742.0
3.0,Walk,1743.0
3.0,Graze,1744.0
3.0,Walk,1744.0
3.0,Walk,1745.0
3.0,Graze,1745.0
12.0,Walk,1746.0
3.0,Graze,1746.0
3.0,Walk,1747.0
3.0,Graze,1748.0
3.0,Walk,1748.0
3.0,Graze,1749.0
3.0,Walk,1749.0
3.0,Graze,1750.0
3.0,Trotting,1751.0
3.0,Walk,1751.0
3.0,Walk,1752.0
3.0,Graze,1752.0
3.0,Graze,1753.0
3.0,Walk,1753.0
3.0,Graze,1754.0
3.0,Walk,1754.0
3.0,Graze,1755.0
3.0,Head Up,1755.0
6.0,Head Up,1755.0
3.0,Head Up,1756.0
3.0,Graze,1756.0
3.0,Graze,1757.0
5.0,Running,1757.0
3.0,Head Up,1758.0
3.0,Head Up,1759.0
3.0,Graze,1759.0
15.0,Walk,1760.0
3.0,Head Up,1760.0
3.0,Graze,1760.0
11.0,Head Up,1760.0
3.0,Graze,1761.0
3.0,Head Up,1762.0
4.0,Graze,1762.0
9.0,Walk,1763.0
3.0,Head Up,1763.0
3.0,Graze,1763.0
4.0,Auto-Groom,1763.0
4.0,Graze,1763.0
4.0,Auto-Groom,1764.0
3.0,Head Up,1764.0
3.0,Graze,1764.0
3.0,Graze,1765.0
4.0,Graze,1765.0
4.0,Auto-Groom,1765.0
4.0,Walk,1765.0
1.0,Head Up,1766.0
3.0,Head Up,1766.0
4.0,Graze,1766.0
3.0,Graze,1767.0
4.0,Auto-Groom,1767.0
4.0,Graze,1767.0
3.0,Head Up,1767.0
3.0,Head Up,1768.0
4.0,Auto-Groom,1768.0
3.0,Graze,1768.0
3.0,Graze,1769.0
4.0,Graze,1769.0
4.0,Auto-Groom,1769.0
3.0,Head Up,1769.0
3.0,Graze,1770.0
3.0,Head Up,1770.0
4.0,Graze,1770.0
3.0,Head Up,1771.0
4.0,Auto-Groom,1771.0
3.0,Graze,1771.0
4.0,Graze,1772.0
4.0,Auto-Groom,1772.0
3.0,Graze,1772.0
34.0,Graze,1773.0
4.0,Graze,1773.0
3.0,Head Up,1773.0
3.0,Head Up,1774.0
3.0,Graze,1774.0
4.0,Auto-Groom,1774.0
4.0,Graze,1774.0
4.0,Auto-Groom,1775.0
3.0,Graze,1775.0
3.0,Head Up,1775.0
4.0,Graze,1775.0
3.0,Graze,1776.0
3.0,Head Up,1776.0
4.0,Auto-Groom,1776.0
3.0,Graze,1777.0
14.0,Walk,1777.0
4.0,Graze,1777.0
3.0,Head Up,1777.0
3.0,Head Up,1778.0
4.0,Auto-Groom,1778.0
3.0,Graze,1778.0
3.0,Graze,1779.0
4.0,Graze,1779.0
4.0,Auto-Groom,1779.0
3.0,Head Up,1780.0
4.0,Graze,1780.0
4.0,Graze,1781.0
3.0,Graze,1781.0
4.0,Auto-Groom,1781.0
3.0,Head Up,1781.0
3.0,Head Up,1782.0
4.0,Auto-Groom,1782.0
3.0,Graze,1782.0
7.0,Running,1782.0
4.0,Graze,1783.0
3.0,Head Up,1783.0
3.0,Graze,1783.0
4.0,Auto-Groom,1783.0
3.0,Head Up,1784.0
3.0,Graze,1784.0
4.0,Graze,1784.0
3.0,Head Up,1785.0
3.0,Graze,1785.0
4.0,Auto-Groom,1785.0
3.0,Graze,1786.0
4.0,Graze,1786.0
4.0,Auto-Groom,1786.0
4.0,Graze,1787.0
3.0,Head Up,1787.0
4.0,Auto-Groom,1788.0
3.0,Graze,1788.0
4.0,Graze,1788.0
3.0,Head Up,1788.0
7.0,Graze,1789.0
3.0,Head Up,1789.0
4.0,Auto-Groom,1789.0
3.0,Graze,1789.0
3.0,Graze,1790.0
11.0,Graze,1790.0
4.0,Auto-Groom,1790.0
4.0,Graze,1790.0
3.0,Head Up,1791.0
4.0,Graze,1791.0
3.0,Head Up,1792.0
3.0,Graze,1792.0
4.0,Auto-Groom,1792.0
4.0,Graze,1792.0
3.0,Graze,1793.0
3.0,Head Up,1793.0
4.0,Auto-Groom,1793.0
3.0,Graze,1794.0
4.0,Auto-Groom,1794.0
4.0,Graze,1794.0
6.0,Auto-Groom,1794.0
3.0,Head Up,1795.0
4.0,Graze,1795.0
4.0,Graze,1795.0
1.0,Running,1795.0
3.0,Head Up,1796.0
3.0,Graze,1796.0
4.0,Auto-Groom,1796.0
4.0,Graze,1796.0
4.0,Auto-Groom,1797.0
3.0,Graze,1797.0
3.0,Head Up,1797.0
3.0,Graze,1798.0
4.0,Graze,1798.0
4.0,Auto-Groom,1798.0
3.0,Head Up,1799.0
4.0,Graze,1799.0
3.0,Graze,1800.0
4.0,Auto-Groom,1800.0
3.0,Head Up,1800.0
9.0,Out of Frame,1801.0
4.0,Graze,1801.0
3.0,Graze,1801.0
4.0,Auto-Groom,1801.0
4.0,Auto-Groom,1802.0
4.0,Graze,1802.0
3.0,Head Up,1802.0
3.0,Head Up,1803.0
3.0,Graze,1803.0
4.0,Graze,1803.0
4.0,Auto-Groom,1804.0
3.0,Graze,1804.0
3.0,Head Up,1804.0
4.0,Graze,1805.0
3.0,Graze,1805.0
3.0,Head Up,1806.0
6.0,Head Up,1806.0
4.0,Auto-Groom,1806.0
4.0,Graze,1807.0
3.0,Graze,1807.0
3.0,Head Up,1807.0
3.0,Graze,1808.0
3.0,Head Up,1808.0
4.0,Auto-Groom,1808.0
4.0,Graze,1809.0
4.0,Auto-Groom,1809.0
3.0,Graze,1809.0
4.0,Graze,1810.0
3.0,Head Up,1810.0
4.0,Graze,1811.0
14.0,Head Up,1811.0
3.0,Running,1811.0
4.0,Auto-Groom,1811.0
3.0,Graze,1811.0
3.0,Head Up,1811.0
4.0,Auto-Groom,1812.0
3.0,Graze,1812.0
3.0,Head Up,1812.0
3.0,Graze,1813.0
3.0,Head Up,1813.0
4.0,Auto-Groom,1813.0
4.0,Graze,1813.0
3.0,Graze,1814.0
3.0,Head Up,1814.0
4.0,Graze,1814.0
4.0,Walk,1815.0
4.0,Auto-Groom,1815.0
3.0,Head Up,1815.0
3.0,Graze,1815.0
4.0,Graze,1816.0
4.0,Auto-Groom,1816.0
3.0,Graze,1816.0
3.0,Head Up,1817.0
4.0,Graze,1817.0
3.0,Graze,1818.0
4.0,Auto-Groom,1818.0
4.0,Graze,1818.0
4.0,Auto-Groom,1819.0
4.0,Graze,1820.0
4.0,Auto-Groom,1820.0
4.0,Graze,1821.0
4.0,Graze,1822.0
4.0,Auto-Groom,1822.0
7.0,Occluded,1822.0
4.0,Auto-Groom,1823.0
4.0,Auto-Groom,1824.0
4.0,Graze,1824.0
4.0,Graze,1825.0
4.0,Auto-Groom,1826.0
4.0,Graze,1826.0
4.0,Auto-Groom,1827.0
4.0,Graze,1828.0
4.0,Auto-Groom,1828.0
4.0,Graze,1829.0
4.0,Auto-Groom,1830.0
26.0,Walk,1830.0
4.0,Auto-Groom,1831.0
4.0,Graze,1831.0
4.0,Graze,1832.0
4.0,Graze,1833.0
4.0,Auto-Groom,1833.0
4.0,Auto-Groom,1834.0
4.0,Graze,1834.0
2.0,Head Up,1834.0
4.0,Head Up,1835.0
4.0,Graze,1836.0
4.0,Head Up,1836.0
4.0,Graze,1837.0
4.0,Head Up,1838.0
4.0,Head Up,1839.0
4.0,Graze,1839.0
4.0,Graze,1840.0
4.0,Head Up,1841.0
4.0,Graze,1841.0
4.0,Head Up,1842.0
4.0,Graze,1842.0
2.0,Walk,1842.0
4.0,Head Up,1843.0
4.0,Graze,1844.0
4.0,Head Up,1845.0
4.0,Head Up,1846.0
4.0,Graze,1846.0
4.0,Graze,1847.0
4.0,Head Up,1848.0
4.0,Graze,1848.0
6.0,Head Up,1849.0
4.0,Head Up,1849.0
4.0,Head Up,1850.0
4.0,Graze,1850.0
4.0,Graze,1851.0
4.0,Head Up,1852.0
4.0,Graze,1852.0
1.0,Head Up,1853.0
3.0,Walk,1853.0
4.0,Head Up,1853.0
4.0,Graze,1854.0
4.0,Head Up,1854.0
4.0,Head Up,1855.0
4.0,Graze,1855.0
4.0,Graze,1856.0
4.0,Head Up,1856.0
4.0,Head Up,1857.0
4.0,Head Up,1858.0
4.0,Graze,1858.0
3.0,Head Up,1859.0
4.0,Graze,1859.0
30.0,Graze,1859.0
4.0,Head Up,1860.0
4.0,Graze,1861.0
4.0,Head Up,1861.0
2.0,Walk,1861.0
5.0,Auto-Groom,1862.0
4.0,Head Up,1862.0
4.0,Graze,1862.0
4.0,Graze,1863.0
4.0,Head Up,1864.0
3.0,Head Up,1865.0
4.0,Graze,1865.0
3.0,Graze,1865.0
3.0,Head Up,1866.0
4.0,Head Up,1866.0
3.0,Graze,1867.0
4.0,Graze,1867.0
3.0,Head Up,1867.0
3.0,Head Up,1868.0
14.0,Head Up,1868.0
3.0,Graze,1868.0
4.0,Head Up,1868.0
3.0,Graze,1869.0
4.0,Graze,1869.0
4.0,Head Up,1869.0
3.0,Head Up,1870.0
4.0,Graze,1870.0
3.0,Head Up,1871.0
3.0,Graze,1871.0
4.0,Graze,1871.0
4.0,Head Up,1871.0
3.0,Head Up,1872.0
4.0,Head Up,1872.0
3.0,Graze,1872.0
4.0,Graze,1873.0
4.0,Head Up,1873.0
3.0,Head Up,1873.0
3.0,Graze,1873.0
3.0,Head Up,1874.0
3.0,Graze,1874.0
4.0,Graze,1874.0
3.0,Head Up,1875.0
3.0,Graze,1875.0
4.0,Head Up,1875.0
3.0,Graze,1876.0
3.0,Head Up,1877.0
3.0,Head Up,1878.0
3.0,Graze,1878.0
3.0,Graze,1879.0
3.0,Head Up,1879.0
3.0,Graze,1880.0
3.0,Head Up,1881.0
5.0,Walk,1881.0
3.0,Graze,1882.0
3.0,Auto-Groom,1882.0
3.0,Graze,1883.0
3.0,Auto-Groom,1883.0
3.0,Graze,1884.0
3.0,Auto-Groom,1885.0
3.0,Graze,1886.0
3.0,Auto-Groom,1886.0
3.0,Auto-Groom,1887.0
3.0,Graze,1887.0
3.0,Graze,1888.0
3.0,Auto-Groom,1889.0
3.0,Graze,1890.0
3.0,Auto-Groom,1890.0
3.0,Graze,1891.0
3.0,Auto-Groom,1891.0
3.0,Auto-Groom,1892.0
3.0,Graze,1892.0
3.0,Graze,1893.0
3.0,Auto-Groom,1893.0
2.0,Graze,1893.0
3.0,Head Up,1893.0
3.0,Graze,1894.0
3.0,Auto-Groom,1895.0
4.0,Graze,1895.0
3.0,Graze,1895.0
3.0,Auto-Groom,1896.0
3.0,Graze,1897.0
3.0,Auto-Groom,1897.0
3.0,Auto-Groom,1898.0
3.0,Graze,1898.0
3.0,Graze,1899.0
3.0,Auto-Groom,1900.0
2.0,Walk,1900.0
3.0,Graze,1901.0
3.0,Auto-Groom,1901.0
3.0,Auto-Groom,1902.0
3.0,Graze,1902.0
3.0,Graze,1903.0
3.0,Auto-Groom,1903.0
1.0,Walk,1904.0
3.0,Graze,1904.0
6.0,Head Up,1905.0
3.0,Auto-Groom,1905.0
6.0,Walk,1906.0
6.0,Out of Frame,1906.0
3.0,Graze,1906.0
3.0,Graze,1907.0
3.0,Auto-Groom,1907.0
3.0,Auto-Groom,1908.0
3.0,Graze,1908.0
3.0,Auto-Groom,1909.0
3.0,Graze,1910.0
3.0,Auto-Groom,1911.0
3.0,Auto-Groom,1912.0
1.0,Auto-Groom,1912.0
3.0,Graze,1912.0
3.0,Graze,1913.0
3.0,Auto-Groom,1914.0
3.0,Graze,1915.0
3.0,Graze,1916.0
3.0,Auto-Groom,1916.0
3.0,Auto-Groom,1917.0
