id,behaviour,time
3.0,Graze,0 days 00:42:35
3.0,Auto-Groom,0 days 00:42:35
3.0,Graze,0 days 00:42:36
3.0,Auto-Groom,0 days 00:42:36
3.0,Graze,0 days 00:42:37
3.0,Walk,0 days 00:49:03
3.0,Graze,0 days 00:49:03
3.0,Walk,0 days 00:49:04
3.0,Graze,0 days 00:49:05
3.0,Walk,0 days 00:49:05
3.0,Graze,0 days 00:49:06
3.0,Walk,0 days 00:49:06
3.0,Graze,0 days 00:49:07
3.0,Walk,0 days 00:49:08
3.0,Graze,0 days 00:49:09
3.0,Walk,0 days 00:49:09
3.0,Graze,0 days 00:49:10
3.0,Walk,0 days 00:49:10
3.0,Graze,0 days 00:49:11
3.0,Walk,0 days 00:49:12
3.0,Graze,0 days 00:49:13
3.0,Walk,0 days 00:49:13
3.0,Graze,0 days 00:49:14
3.0,Walk,0 days 00:49:14
3.0,Graze,0 days 00:49:15
3.0,Walk,0 days 00:49:15
3.0,Graze,0 days 00:49:16
3.0,Walk,0 days 00:49:16
3.0,Graze,0 days 00:49:17
3.0,Walk,0 days 00:49:17
3.0,Graze,0 days 00:49:18
3.0,Walk,0 days 00:49:19
3.0,Graze,0 days 00:49:20
3.0,Walk,0 days 00:49:20
3.0,Graze,0 days 00:49:21
3.0,Walk,0 days 00:49:21
3.0,Graze,0 days 00:49:22
3.0,Walk,0 days 00:49:22
3.0,Graze,0 days 00:49:23
3.0,Walk,0 days 00:49:23
3.0,Graze,0 days 00:49:24
3.0,Walk,0 days 00:49:24
3.0,Graze,0 days 00:49:25
3.0,Walk,0 days 00:49:26
3.0,Graze,0 days 00:49:27
3.0,Walk,0 days 00:49:27
3.0,Graze,0 days 00:49:28
3.0,Walk,0 days 00:49:28
3.0,Graze,0 days 00:49:29
3.0,Walk,0 days 00:49:29
3.0,Graze,0 days 00:49:30
3.0,Walk,0 days 00:49:30
3.0,Graze,0 days 00:49:31
3.0,Walk,0 days 00:49:31
3.0,Graze,0 days 00:49:32
3.0,Walk,0 days 00:49:33
3.0,Graze,0 days 00:49:34
3.0,Walk,0 days 00:49:34
3.0,Graze,0 days 00:49:35
3.0,Walk,0 days 00:49:35
3.0,Graze,0 days 00:49:36
3.0,Walk,0 days 00:49:37
3.0,Graze,0 days 00:49:38
3.0,Walk,0 days 00:49:38
3.0,Graze,0 days 00:49:39
3.0,Walk,0 days 00:49:39
3.0,Graze,0 days 00:49:40
3.0,Walk,0 days 00:49:41
3.0,Graze,0 days 00:49:42
3.0,Walk,0 days 00:49:42
3.0,Graze,0 days 00:49:43
3.0,Walk,0 days 00:49:43
3.0,Graze,0 days 00:49:44
3.0,Walk,0 days 00:49:45
3.0,Graze,0 days 00:49:46
3.0,Walk,0 days 00:49:46
3.0,Graze,0 days 00:49:47
3.0,Walk,0 days 00:49:48
3.0,Graze,0 days 00:49:49
3.0,Walk,0 days 00:49:49
3.0,Graze,0 days 00:49:50
3.0,Walk,0 days 00:49:50
3.0,Graze,0 days 00:49:51
3.0,Walk,0 days 00:49:52
3.0,Graze,0 days 00:49:53
3.0,Walk,0 days 00:49:53
3.0,Graze,0 days 00:49:54
3.0,Walk,0 days 00:49:54
3.0,Graze,0 days 00:49:55
3.0,Walk,0 days 00:49:56
3.0,Graze,0 days 00:49:57
3.0,Walk,0 days 00:49:57
3.0,Graze,0 days 00:49:58
3.0,Walk,0 days 00:49:58
3.0,Graze,0 days 00:49:59
3.0,Walk,0 days 00:49:59
3.0,Graze,0 days 00:50:00
3.0,Walk,0 days 00:50:00
3.0,Graze,0 days 00:52:00
3.0,Walk,0 days 00:52:00
3.0,Graze,0 days 00:52:01
3.0,Walk,0 days 00:52:02
3.0,Graze,0 days 00:52:03
3.0,Walk,0 days 00:52:03
3.0,Graze,0 days 00:52:04
3.0,Walk,0 days 00:52:04
3.0,Graze,0 days 00:52:05
3.0,Walk,0 days 00:52:06
3.0,Graze,0 days 00:52:07
3.0,Walk,0 days 00:52:07
3.0,Graze,0 days 00:52:08
3.0,Walk,0 days 00:52:08
3.0,Graze,0 days 00:52:09
3.0,Walk,0 days 00:52:10
3.0,Graze,0 days 00:52:11
3.0,Walk,0 days 00:52:11
3.0,Graze,0 days 00:52:12
3.0,Walk,0 days 00:52:12
3.0,Graze,0 days 00:52:13
3.0,Walk,0 days 00:52:13
3.0,Graze,0 days 00:52:14
3.0,Walk,0 days 00:52:14
3.0,Graze,0 days 00:52:15
3.0,Walk,0 days 00:52:15
3.0,Graze,0 days 00:52:16
3.0,Walk,0 days 00:52:17
3.0,Graze,0 days 00:52:18
3.0,Walk,0 days 00:52:18
3.0,Graze,0 days 00:52:19
3.0,Walk,0 days 00:52:19
3.0,Graze,0 days 00:52:20
3.0,Walk,0 days 00:52:45
3.0,Graze,0 days 00:52:45
3.0,Walk,0 days 00:52:46
3.0,Graze,0 days 00:52:47
3.0,Walk,0 days 00:52:47
3.0,Graze,0 days 00:52:48
3.0,Walk,0 days 00:52:48
3.0,Graze,0 days 00:52:49
3.0,Walk,0 days 00:52:50
3.0,Graze,0 days 00:52:51
3.0,Walk,0 days 00:52:51
3.0,Graze,0 days 00:52:52
3.0,Walk,0 days 00:52:52
3.0,Graze,0 days 00:52:53
3.0,Walk,0 days 00:52:54
3.0,Graze,0 days 00:52:55
3.0,Walk,0 days 00:52:55
3.0,Graze,0 days 00:52:56
3.0,Walk,0 days 00:52:56
3.0,Graze,0 days 00:52:57
3.0,Walk,0 days 00:52:57
3.0,Graze,0 days 00:52:58
3.0,Walk,0 days 00:52:58
3.0,Graze,0 days 00:52:59
3.0,Walk,0 days 00:52:59
3.0,Graze,0 days 00:53:00
3.0,Walk,0 days 00:53:01
3.0,Graze,0 days 00:53:02
3.0,Walk,0 days 00:53:02
3.0,Graze,0 days 00:53:03
3.0,Walk,0 days 00:53:03
3.0,Graze,0 days 00:53:04
3.0,Walk,0 days 00:53:05
3.0,Graze,0 days 00:53:06
3.0,Walk,0 days 00:53:06
3.0,Graze,0 days 00:53:07
3.0,Walk,0 days 00:53:07
3.0,Graze,0 days 00:53:08
3.0,Walk,0 days 00:53:09
3.0,Graze,0 days 00:53:10
3.0,Walk,0 days 00:53:10
3.0,Graze,0 days 00:53:11
3.0,Walk,0 days 00:53:11
3.0,Graze,0 days 00:53:12
3.0,Walk,0 days 00:53:12
3.0,Graze,0 days 00:53:13
3.0,Walk,0 days 00:53:13
3.0,Graze,0 days 00:53:14
3.0,Walk,0 days 00:53:14
3.0,Graze,0 days 00:53:15
3.0,Walk,0 days 00:53:16
3.0,Graze,0 days 00:53:17
3.0,Walk,0 days 00:53:17
3.0,Graze,0 days 00:53:18
3.0,Walk,0 days 00:53:18
3.0,Graze,0 days 00:53:19
3.0,Walk,0 days 00:53:19
3.0,Graze,0 days 00:53:20
3.0,Walk,0 days 00:53:20
3.0,Graze,0 days 00:53:21
3.0,Walk,0 days 00:53:21
3.0,Graze,0 days 00:53:22
3.0,Walk,0 days 00:53:23
3.0,Graze,0 days 00:53:24
3.0,Walk,0 days 00:53:24
3.0,Graze,0 days 00:53:25
3.0,Walk,0 days 00:53:25
3.0,Graze,0 days 00:53:26
3.0,Walk,0 days 00:53:26
3.0,Graze,0 days 00:53:27
3.0,Walk,0 days 00:53:27
3.0,Graze,0 days 00:53:28
3.0,Walk,0 days 00:53:28
3.0,Graze,0 days 00:53:29
3.0,Walk,0 days 00:53:30
3.0,Graze,0 days 00:53:31
3.0,Walk,0 days 00:53:31
3.0,Graze,0 days 00:53:32
3.0,Walk,0 days 00:53:32
3.0,Graze,0 days 00:53:33
3.0,Walk,0 days 00:53:34
3.0,Graze,0 days 00:53:35
3.0,Walk,0 days 00:53:35
3.0,Graze,0 days 00:53:36
3.0,Walk,0 days 00:53:36
3.0,Graze,0 days 00:53:37
3.0,Walk,0 days 00:53:38
3.0,Graze,0 days 00:53:39
3.0,Walk,0 days 00:53:39
3.0,Graze,0 days 00:53:40
3.0,Walk,0 days 00:53:40
3.0,Graze,0 days 00:53:41
3.0,Walk,0 days 00:53:42
3.0,Graze,0 days 00:53:43
3.0,Walk,0 days 00:53:43
3.0,Graze,0 days 00:53:44
3.0,Walk,0 days 00:53:45
3.0,Graze,0 days 00:53:46
3.0,Walk,0 days 00:53:46
3.0,Graze,0 days 00:53:47
3.0,Walk,0 days 00:53:47
3.0,Graze,0 days 00:53:48
3.0,Walk,0 days 00:53:49
3.0,Graze,0 days 00:53:50
3.0,Walk,0 days 00:53:50
3.0,Graze,0 days 00:53:51
3.0,Walk,0 days 00:53:51
3.0,Graze,0 days 00:53:52
3.0,Walk,0 days 00:53:53
3.0,Graze,0 days 00:53:54
3.0,Walk,0 days 00:53:54
3.0,Graze,0 days 00:53:55
3.0,Walk,0 days 00:53:55
3.0,Graze,0 days 00:53:56
3.0,Walk,0 days 00:53:56
3.0,Graze,0 days 00:53:57
3.0,Walk,0 days 00:53:57
3.0,Graze,0 days 00:53:58
3.0,Walk,0 days 00:53:58
3.0,Graze,0 days 00:53:59
3.0,Walk,0 days 00:54:00
3.0,Graze,0 days 00:54:01
3.0,Walk,0 days 00:54:01
3.0,Graze,0 days 00:54:02
3.0,Walk,0 days 00:54:02
3.0,Graze,0 days 00:54:03
3.0,Walk,0 days 00:54:04
3.0,Graze,0 days 00:54:05
3.0,Walk,0 days 00:54:05
3.0,Graze,0 days 00:54:06
3.0,Walk,0 days 00:54:06
3.0,Graze,0 days 00:54:07
3.0,Walk,0 days 00:59:06
3.0,Graze,0 days 00:59:07
3.0,Walk,0 days 00:59:07
3.0,Graze,0 days 00:59:08
3.0,Walk,0 days 00:59:09
3.0,Graze,0 days 00:59:10
3.0,Walk,0 days 00:59:10
3.0,Graze,0 days 00:59:11
3.0,Walk,0 days 00:59:11
3.0,Graze,0 days 00:59:12
3.0,Walk,0 days 00:59:12
3.0,Graze,0 days 00:59:13
3.0,Walk,0 days 00:59:13
3.0,Graze,0 days 00:59:14
3.0,Walk,0 days 00:59:15
3.0,Graze,0 days 00:59:15
3.0,Walk,0 days 00:59:16
3.0,Graze,0 days 00:59:17
3.0,Walk,0 days 00:59:17
3.0,Graze,0 days 00:59:18
3.0,Walk,0 days 00:59:18
3.0,Graze,0 days 00:59:19
3.0,Walk,0 days 00:59:20
3.0,Graze,0 days 00:59:21
3.0,Walk,0 days 00:59:21
3.0,Graze,0 days 00:59:22
3.0,Walk,0 days 00:59:22
3.0,Graze,0 days 00:59:23
3.0,Walk,0 days 00:59:23
3.0,Graze,0 days 00:59:24
3.0,Walk,0 days 00:59:25
3.0,Graze,0 days 00:59:26
3.0,Walk,0 days 00:59:27
3.0,Graze,0 days 00:59:27
3.0,Walk,0 days 00:59:28
3.0,Graze,0 days 00:59:28
3.0,Walk,0 days 00:59:29
3.0,Graze,0 days 00:59:30
3.0,Walk,0 days 00:59:31
3.0,Graze,0 days 00:59:32
3.0,Walk,0 days 00:59:32
3.0,Graze,0 days 00:59:33
3.0,Walk,0 days 00:59:34
3.0,Graze,0 days 00:59:35
3.0,Walk,0 days 00:59:36
3.0,Graze,0 days 00:59:36
3.0,Walk,0 days 00:59:37
3.0,Graze,0 days 00:59:37
3.0,Walk,0 days 00:59:38
3.0,Graze,0 days 00:59:39
3.0,Walk,0 days 00:59:39
3.0,Graze,0 days 00:59:40
3.0,Walk,0 days 00:59:40
3.0,Graze,0 days 00:59:41
3.0,Walk,0 days 00:59:42
3.0,Graze,0 days 00:59:43
3.0,Walk,0 days 00:59:43
3.0,Graze,0 days 00:59:44
3.0,Walk,0 days 00:59:44
3.0,Graze,0 days 00:59:45
3.0,Walk,0 days 00:59:45
3.0,Graze,0 days 00:59:46
3.0,Walk,0 days 00:59:46
3.0,Graze,0 days 00:59:47
3.0,Walk,0 days 00:59:47
3.0,Graze,0 days 00:59:48
3.0,Walk,0 days 00:59:49
3.0,Graze,0 days 00:59:50
3.0,Walk,0 days 00:59:50
3.0,Graze,0 days 00:59:51
3.0,Walk,0 days 00:59:51
3.0,Graze,0 days 00:59:52
3.0,Walk,0 days 00:59:52
3.0,Graze,0 days 00:59:53
3.0,Walk,0 days 00:59:53
3.0,Graze,0 days 00:59:54
3.0,Walk,0 days 00:59:54
3.0,Graze,0 days 00:59:55
3.0,Walk,0 days 00:59:56
3.0,Graze,0 days 00:59:57
3.0,Walk,0 days 00:59:57
3.0,Graze,0 days 00:59:58
3.0,Walk,0 days 00:59:58
3.0,Graze,0 days 00:59:59
3.0,Walk,0 days 01:00:00
3.0,Graze,0 days 01:00:01
3.0,Walk,0 days 01:00:01
3.0,Auto-Groom,0 days 01:00:02
3.0,Walk,0 days 01:00:02
3.0,Auto-Groom,0 days 01:00:03
3.0,Walk,0 days 01:00:04
3.0,Auto-Groom,0 days 01:00:05
3.0,Walk,0 days 01:00:05
3.0,Auto-Groom,0 days 01:00:06
3.0,Walk,0 days 01:00:06
3.0,Auto-Groom,0 days 01:00:07
3.0,Walk,0 days 01:00:08
3.0,Auto-Groom,0 days 01:00:09
3.0,Walk,0 days 01:00:09
3.0,Auto-Groom,0 days 01:00:10
3.0,Walk,0 days 01:00:10
3.0,Auto-Groom,0 days 01:00:11
3.0,Walk,0 days 01:00:12
3.0,Auto-Groom,0 days 01:00:13
3.0,Walk,0 days 01:00:13
3.0,Auto-Groom,0 days 01:00:14
3.0,Walk,0 days 01:00:14
3.0,Auto-Groom,0 days 01:00:15
3.0,Walk,0 days 01:00:15
3.0,Auto-Groom,0 days 01:00:16
3.0,Walk,0 days 01:00:16
3.0,Graze,0 days 01:07:39
3.0,Walk,0 days 01:07:40
3.0,Graze,0 days 01:07:41
3.0,Walk,0 days 01:07:41
3.0,Graze,0 days 01:07:42
3.0,Walk,0 days 01:07:42
3.0,Graze,0 days 01:07:43
3.0,Walk,0 days 01:07:44
3.0,Graze,0 days 01:07:45
3.0,Head Up,0 days 01:17:04
3.0,Graze,0 days 01:17:05
3.0,Head Up,0 days 01:17:05
3.0,Graze,0 days 01:17:06
3.0,Head Up,0 days 01:17:07
3.0,Graze,0 days 01:17:08
3.0,Head Up,0 days 01:17:08
3.0,Graze,0 days 01:17:09
3.0,Head Up,0 days 01:17:09
3.0,Graze,0 days 01:17:10
3.0,Head Up,0 days 01:17:10
3.0,Graze,0 days 01:17:11
3.0,Head Up,0 days 01:17:11
3.0,Graze,0 days 01:17:12
3.0,Head Up,0 days 01:17:12
3.0,Graze,0 days 01:17:13
3.0,Head Up,0 days 01:17:14
3.0,Graze,0 days 01:17:15
3.0,Head Up,0 days 01:17:15
3.0,Graze,0 days 01:17:16
3.0,Head Up,0 days 01:17:16
3.0,Graze,0 days 01:17:17
3.0,Head Up,0 days 01:17:18
3.0,Graze,0 days 01:17:19
3.0,Head Up,0 days 01:17:19
3.0,Graze,0 days 01:17:20
3.0,Head Up,0 days 01:17:20
3.0,Graze,0 days 01:17:21
3.0,Head Up,0 days 01:17:22
3.0,Graze,0 days 01:17:23
3.0,Head Up,0 days 01:17:23
3.0,Graze,0 days 01:17:24
3.0,Head Up,0 days 01:17:24
3.0,Graze,0 days 01:17:25
3.0,Head Up,0 days 01:17:26
3.0,Graze,0 days 01:17:27
3.0,Head Up,0 days 01:17:27
3.0,Graze,0 days 01:17:28
3.0,Head Up,0 days 01:17:29
3.0,Graze,0 days 01:17:30
3.0,Head Up,0 days 01:17:30
3.0,Graze,0 days 01:17:31
3.0,Head Up,0 days 01:17:31
3.0,Graze,0 days 01:17:32
3.0,Head Up,0 days 01:17:33
3.0,Graze,0 days 01:17:34
3.0,Head Up,0 days 01:17:34
3.0,Graze,0 days 01:17:35
3.0,Head Up,0 days 01:17:35
3.0,Graze,0 days 01:17:36
3.0,Head Up,0 days 01:17:37
3.0,Graze,0 days 01:17:38
3.0,Head Up,0 days 01:17:38
3.0,Graze,0 days 01:17:39
3.0,Head Up,0 days 01:17:39
3.0,Graze,0 days 01:17:40
3.0,Head Up,0 days 01:17:40
3.0,Graze,0 days 01:17:41
3.0,Head Up,0 days 01:17:41
3.0,Graze,0 days 01:17:42
3.0,Head Up,0 days 01:17:42
3.0,Graze,0 days 01:17:43
3.0,Head Up,0 days 01:17:44
3.0,Graze,0 days 01:17:45
3.0,Head Up,0 days 01:17:45
3.0,Graze,0 days 01:17:46
3.0,Head Up,0 days 01:17:46
3.0,Graze,0 days 01:17:47
3.0,Head Up,0 days 01:17:48
3.0,Graze,0 days 01:17:49
3.0,Head Up,0 days 01:17:49
3.0,Graze,0 days 01:17:50
3.0,Head Up,0 days 01:17:50
3.0,Graze,0 days 01:17:51
3.0,Head Up,0 days 01:17:52
3.0,Graze,0 days 01:17:53
3.0,Head Up,0 days 01:17:53
3.0,Graze,0 days 01:17:54
3.0,Head Up,0 days 01:17:54
3.0,Graze,0 days 01:17:55
3.0,Head Up,0 days 01:17:56
3.0,Graze,0 days 01:17:57
3.0,Head Up,0 days 01:17:57
3.0,Graze,0 days 01:17:58
3.0,Head Up,0 days 01:17:58
3.0,Graze,0 days 01:17:59
3.0,Head Up,0 days 01:17:59
3.0,Graze,0 days 01:18:00
3.0,Head Up,0 days 01:18:00
3.0,Graze,0 days 01:18:01
3.0,Head Up,0 days 01:18:02
3.0,Graze,0 days 01:18:02
3.0,Head Up,0 days 01:18:03
3.0,Graze,0 days 01:18:04
3.0,Head Up,0 days 01:18:04
3.0,Graze,0 days 01:18:05
3.0,Head Up,0 days 01:18:05
3.0,Graze,0 days 01:18:06
3.0,Head Up,0 days 01:18:07
3.0,Graze,0 days 01:18:08
3.0,Head Up,0 days 01:18:08
3.0,Graze,0 days 01:18:09
3.0,Head Up,0 days 01:18:09
3.0,Graze,0 days 01:18:10
3.0,Head Up,0 days 01:18:10
3.0,Graze,0 days 01:18:11
3.0,Head Up,0 days 01:18:11
3.0,Graze,0 days 01:18:12
3.0,Head Up,0 days 01:18:12
3.0,Graze,0 days 01:18:13
3.0,Head Up,0 days 01:18:14
3.0,Graze,0 days 01:18:15
3.0,Head Up,0 days 01:18:15
3.0,Graze,0 days 01:18:16
3.0,Head Up,0 days 01:18:16
3.0,Graze,0 days 01:18:17
3.0,Head Up,0 days 01:18:18
3.0,Graze,0 days 01:18:19
3.0,Head Up,0 days 01:18:19
3.0,Graze,0 days 01:18:20
3.0,Head Up,0 days 01:18:20
3.0,Graze,0 days 01:18:21
3.0,Head Up,0 days 01:18:22
3.0,Graze,0 days 01:18:23
3.0,Head Up,0 days 01:18:23
3.0,Graze,0 days 01:18:24
3.0,Head Up,0 days 01:18:24
3.0,Graze,0 days 01:18:25
3.0,Head Up,0 days 01:18:26
3.0,Graze,0 days 01:18:27
3.0,Head Up,0 days 01:18:27
3.0,Graze,0 days 01:18:28
3.0,Head Up,0 days 01:18:29
3.0,Graze,0 days 01:18:30
3.0,Head Up,0 days 01:18:30
3.0,Graze,0 days 01:18:31
3.0,Head Up,0 days 01:18:31
3.0,Graze,0 days 01:18:32
3.0,Head Up,0 days 01:18:33
3.0,Graze,0 days 01:18:34
3.0,Head Up,0 days 01:18:34
3.0,Graze,0 days 01:18:35
3.0,Head Up,0 days 01:18:35
3.0,Graze,0 days 01:18:36
3.0,Head Up,0 days 01:18:37
3.0,Graze,0 days 01:18:38
3.0,Head Up,0 days 01:18:38
3.0,Graze,0 days 01:18:39
3.0,Head Up,0 days 01:18:39
3.0,Graze,0 days 01:18:40
3.0,Head Up,0 days 01:18:40
3.0,Graze,0 days 01:18:41
3.0,Head Up,0 days 01:18:41
3.0,Graze,0 days 01:18:42
3.0,Head Up,0 days 01:18:42
3.0,Graze,0 days 01:18:43
3.0,Head Up,0 days 01:18:44
3.0,Graze,0 days 01:18:45
3.0,Head Up,0 days 01:18:45
3.0,Graze,0 days 01:18:46
3.0,Head Up,0 days 01:18:46
3.0,Graze,0 days 01:18:47
3.0,Head Up,0 days 01:18:48
3.0,Graze,0 days 01:18:49
3.0,Head Up,0 days 01:18:49
3.0,Graze,0 days 01:18:50
3.0,Head Up,0 days 01:18:50
3.0,Graze,0 days 01:18:51
3.0,Head Up,0 days 01:18:52
3.0,Graze,0 days 01:18:53
3.0,Head Up,0 days 01:18:53
3.0,Graze,0 days 01:18:54
3.0,Head Up,0 days 01:18:55
3.0,Graze,0 days 01:18:56
3.0,Head Up,0 days 01:18:56
3.0,Graze,0 days 01:18:57
3.0,Head Up,0 days 01:18:57
3.0,Graze,0 days 01:18:58
3.0,Head Up,0 days 01:18:59
3.0,Graze,0 days 01:19:00
3.0,Head Up,0 days 01:19:00
3.0,Graze,0 days 01:19:01
3.0,Head Up,0 days 01:19:01
3.0,Graze,0 days 01:19:02
3.0,Head Up,0 days 01:19:02
3.0,Graze,0 days 01:19:03
3.0,Head Up,0 days 01:19:03
3.0,Graze,0 days 01:19:04
3.0,Head Up,0 days 01:19:04
3.0,Graze,0 days 01:19:05
3.0,Head Up,0 days 01:19:06
3.0,Walk,0 days 01:21:50
3.0,Head Up,0 days 01:21:50
3.0,Walk,0 days 01:21:51
3.0,Head Up,0 days 01:21:51
3.0,Walk,0 days 01:21:52
3.0,Head Up,0 days 01:21:53
3.0,Walk,0 days 01:21:54
3.0,Head Up,0 days 01:21:54
3.0,Walk,0 days 01:21:55
3.0,Head Up,0 days 01:21:55
3.0,Walk,0 days 01:21:56
3.0,Head Up,0 days 01:21:56
3.0,Walk,0 days 01:21:57
3.0,Head Up,0 days 01:21:57
3.0,Walk,0 days 01:21:58
3.0,Head Up,0 days 01:21:59
3.0,Walk,0 days 01:21:59
3.0,Head Up,0 days 01:22:00
3.0,Walk,0 days 01:22:01
3.0,Head Up,0 days 01:22:01
3.0,Walk,0 days 01:22:02
3.0,Head Up,0 days 01:22:02
3.0,Walk,0 days 01:22:03
3.0,Head Up,0 days 01:22:04
3.0,Walk,0 days 01:22:05
3.0,Head Up,0 days 01:22:05
3.0,Walk,0 days 01:22:06
3.0,Head Up,0 days 01:22:06
3.0,Walk,0 days 01:22:07
3.0,Head Up,0 days 01:22:07
3.0,Walk,0 days 01:22:08
3.0,Head Up,0 days 01:22:08
3.0,Walk,0 days 01:22:09
3.0,Head Up,0 days 01:22:09
3.0,Walk,0 days 01:22:10
3.0,Head Up,0 days 01:22:11
3.0,Walk,0 days 01:22:12
3.0,Graze,0 days 01:27:24
3.0,Walk,0 days 01:27:25
3.0,Graze,0 days 01:27:26
3.0,Walk,0 days 01:27:26
3.0,Graze,0 days 01:27:27
3.0,Walk,0 days 01:27:28
3.0,Graze,0 days 01:27:29
3.0,Walk,0 days 01:27:30
3.0,Graze,0 days 01:27:31
3.0,Walk,0 days 01:27:31
3.0,Graze,0 days 01:27:32
3.0,Walk,0 days 01:27:33
3.0,Graze,0 days 01:27:34
3.0,Walk,0 days 01:27:35
3.0,Graze,0 days 01:27:35
3.0,Walk,0 days 01:27:36
3.0,Graze,0 days 01:27:37
3.0,Walk,0 days 01:27:38
3.0,Graze,0 days 01:27:39
3.0,Walk,0 days 01:27:40
3.0,Graze,0 days 01:27:41
3.0,Walk,0 days 01:27:42
3.0,Graze,0 days 01:27:43
3.0,Walk,0 days 01:27:44
3.0,Graze,0 days 01:27:45
3.0,Walk,0 days 01:27:46
3.0,Graze,0 days 01:27:46
3.0,Walk,0 days 01:27:47
3.0,Graze,0 days 01:27:47
3.0,Walk,0 days 01:27:48
3.0,Graze,0 days 01:27:49
3.0,Walk,0 days 01:27:50
3.0,Graze,0 days 01:27:50
3.0,Walk,0 days 01:27:51
3.0,Graze,0 days 01:27:51
3.0,Walk,0 days 01:27:52
3.0,Graze,0 days 01:27:53
3.0,Walk,0 days 01:27:54
3.0,Graze,0 days 01:27:54
3.0,Walk,0 days 01:27:55
3.0,Graze,0 days 01:27:55
3.0,Walk,0 days 01:27:56
3.0,Graze,0 days 01:27:57
3.0,Walk,0 days 01:27:58
3.0,Graze,0 days 01:27:59
3.0,Walk,0 days 01:28:00
3.0,Graze,0 days 01:28:00
3.0,Walk,0 days 01:28:01
3.0,Graze,0 days 01:28:02
3.0,Walk,0 days 01:28:03
3.0,Graze,0 days 01:28:04
3.0,Head Up,0 days 01:40:15
3.0,Graze,0 days 01:40:15
3.0,Head Up,0 days 01:40:16
3.0,Graze,0 days 01:40:17
3.0,Head Up,0 days 01:40:18
3.0,Graze,0 days 01:40:19
3.0,Head Up,0 days 01:40:20
3.0,Graze,0 days 01:40:21
3.0,Walk,0 days 01:40:22
3.0,Head Up,0 days 01:40:22
3.0,Walk,0 days 01:40:23
3.0,Head Up,0 days 01:40:23
3.0,Walk,0 days 01:40:24
3.0,Head Up,0 days 01:40:25
3.0,Walk,0 days 01:40:26
3.0,Head Up,0 days 01:40:27
3.0,Walk,0 days 01:40:28
3.0,Head Up,0 days 01:40:29
3.0,Walk,0 days 01:40:30
3.0,Head Up,0 days 01:40:31
3.0,Walk,0 days 01:40:32
3.0,Head Up,0 days 01:40:32
3.0,Walk,0 days 01:40:33
3.0,Head Up,0 days 01:40:34
3.0,Walk,0 days 01:40:34
3.0,Head Up,0 days 01:40:35
3.0,Walk,0 days 01:40:35
3.0,Head Up,0 days 01:40:36
3.0,Walk,0 days 01:40:37
3.0,Head Up,0 days 01:40:37
3.0,Walk,0 days 01:40:38
3.0,Head Up,0 days 01:40:39
3.0,Walk,0 days 01:40:39
3.0,Head Up,0 days 01:40:40
3.0,Walk,0 days 01:40:40
3.0,Head Up,0 days 01:40:41
3.0,Walk,0 days 01:40:42
3.0,Auto-Groom,0 days 01:49:03
3.0,Walk,0 days 01:49:03
3.0,Auto-Groom,0 days 01:49:04
3.0,Walk,0 days 01:49:05
3.0,Auto-Groom,0 days 01:49:05
3.0,Walk,0 days 01:49:06
3.0,Auto-Groom,0 days 01:49:06
3.0,Walk,0 days 01:49:07
3.0,Auto-Groom,0 days 01:49:08
3.0,Walk,0 days 01:49:09
3.0,Auto-Groom,0 days 01:49:10
3.0,Walk,0 days 01:49:10
3.0,Auto-Groom,0 days 01:49:11
3.0,Walk,0 days 01:49:11
3.0,Auto-Groom,0 days 01:49:12
3.0,Walk,0 days 01:49:13
3.0,Auto-Groom,0 days 01:49:13
3.0,Walk,0 days 01:49:14
3.0,Auto-Groom,0 days 01:49:15
3.0,Walk,0 days 01:49:16
3.0,Auto-Groom,0 days 01:49:17
3.0,Walk,0 days 01:49:18
3.0,Auto-Groom,0 days 01:49:19
3.0,Walk,0 days 01:49:20
3.0,Auto-Groom,0 days 01:49:21
3.0,Walk,0 days 01:49:22
3.0,Auto-Groom,0 days 01:49:23
3.0,Walk,0 days 01:49:24
3.0,Auto-Groom,0 days 01:49:25
3.0,Walk,0 days 01:49:26
3.0,Auto-Groom,0 days 01:49:26
3.0,Walk,0 days 01:49:27
3.0,Auto-Groom,0 days 01:49:27
3.0,Walk,0 days 01:49:28
3.0,Auto-Groom,0 days 01:49:29
3.0,Walk,0 days 01:49:30
3.0,Auto-Groom,0 days 01:49:31
3.0,Walk,0 days 01:49:32
3.0,Graze,0 days 01:52:06
3.0,Walk,0 days 01:52:07
3.0,Graze,0 days 01:52:08
3.0,Walk,0 days 01:52:09
3.0,Graze,0 days 01:52:10
3.0,Walk,0 days 01:52:10
3.0,Graze,0 days 01:52:11
3.0,Walk,0 days 01:52:12
3.0,Graze,0 days 01:52:13
3.0,Walk,0 days 01:52:13
3.0,Graze,0 days 01:52:14
3.0,Walk,0 days 01:52:15
3.0,Graze,0 days 01:52:16
3.0,Walk,0 days 01:52:17
3.0,Graze,0 days 01:52:17
3.0,Walk,0 days 01:52:18
3.0,Graze,0 days 01:52:18
3.0,Walk,0 days 01:52:19
3.0,Graze,0 days 01:52:19
3.0,Walk,0 days 01:52:20
3.0,Graze,0 days 01:52:21
3.0,Walk,0 days 01:52:21
3.0,Graze,0 days 01:52:22
3.0,Walk,0 days 01:52:23
3.0,Graze,0 days 01:52:24
